country_id,Country,trade_openness,industry_share,inflation_rate,schooling
0,Australia,41.72392283412236,27.466823763932965,2.233530500666667,73.25126647949217
1,Austria,103.25797443762599,28.62702097036647,2.030546061666667,77.46377054850261
2,Belgium,163.60968824363633,22.230622227945034,1.430319225,63.83621597290039
3,Canada,62.85136237467007,28.8582686238816,1.4535353453333333,82.7489929199219
4,Chile,66.1292913771486,34.456524721000825,3.064410363,54.0618705749512
6,Czech Republic,151.41419670255732,37.165223052202,1.6903288796666667,89.10615793863933
7,Denmark,102.85168915327466,23.2058311057142,1.2503357256666667,76.46215057373051
8,Estonia,166.17899549125534,28.710963553240703,2.192867618333333,88.44775390625
11,Finland,78.0979425804194,26.945681120115335,1.775940155,72.7781931559245
12,France,59.36369282670396,19.723259938046464,1.108997701,66.20503362019856
13,Germany,85.06561754769416,30.417897060688166,1.473336828,82.45094045003258
14,Greece,64.16212092731207,16.249610480516367,-0.24399817799999993,56.274929046630895
15,Hungary,166.46440658041635,30.1620540734731,2.3888090073333337,76.74725341796876
16,Iceland,103.700028307333,23.553685264781496,3.7049784359999998,60.70000000000001
17,Ireland,199.35688321546002,27.5898028261707,0.7974162499999999,66.3703002929688
18,Israel,66.6144557187006,22.13500576554257,1.2364803013333334,80.7275390625
19,Italy,55.8037461558142,23.650466198954465,1.5008040673333334,48.1883201599121
20,Japan,34.114141872608435,27.297057575663203,1.0188184503333333,80.6133880615234
21,Latvia,124.52592203892766,23.109394190796497,0.9399970936666667,87.09703318277992
22,Luxembourg,357.79847439632,12.276066016219533,1.6759931369999999,78.0375747680664
23,Mexico,65.50037369167237,35.02732107368157,3.9788385236666666,32.409056345621735
24,Netherlands,153.96124807930934,21.359068158174995,1.9794937533333334,68.68350982666014
25,New Zealand,56.07535503105786,21.114289811830833,1.0309638396666667,69.26109059651692
26,Norway,68.05848765305406,39.59650373453487,1.622008439,77.0060577392578
27,Poland,91.25075531433843,33.00451544310423,1.566030554,82.8094202677409
28,Portugal,77.97202057475256,21.6463835776605,0.9232006136666668,32.03315607706707
29,Slovak Republic,180.95938722450902,34.342238527364096,1.6434703316666666,85.55251566569014
30,Slovenia,143.24469264871067,32.149275889931495,1.5195745799999998,79.67618560791013
31,Spain,61.36907573244673,23.496063527894297,1.2345587213333333,46.69188435872397
32,Sweden,85.51978268633302,26.237628582913867,0.22148201433333334,75.79732767740883
33,Switzerland,124.113010721107,26.3289348122178,-0.30768344233333333,84.17638905843097
34,United Kingdom,60.4314358171734,20.127987068641033,2.278816014333333,78.81477355957034
35,United States,30.388129511969467,20.7107141252628,1.7187976326666667,88.04766337076823
